Equipment_ID,Equipment_Name,Category,Maintenance_Cycle,Location,Manufacturer,CO2_Emissions_kg,Energy_Consumption_kWh,Energy_Type,Maintenance_Frequency,Estimated_Lifetime_Years
E7874,Machine de Conditionnement,Conditionnement,Mensuel,Atelier Principal,PackEquip SARL,465.83,4004.57,Fioul,Mensuel,15
E2898,Système de Pesée,Stockage,Bimensuel,Usine Tunis,RoboPack Inc.,331.04,4470.9,Gaz Naturel,Trimestriel,9
E3023,Compresseur d'Air,Stockage,Mensuel,Usine Gabès,RoboPack Inc.,373.71,1001.27,Électrique,Mensuel,10
E1346,Machine de Conditionnement,Stockage,Bimensuel,Usine Sousse,PackEquip SARL,330.29,1182.07,Électrique,Trimestriel,25
E4016,Robot Emballeur,Conditionnement,Bimensuel,Usine Sousse,PackEquip SARL,998.97,4707.36,Solaire,Bimensuel,17
E1756,Cuve de Stockage,Conditionnement,Mensuel,Usine Gabès,CleanTech Solutions,840.08,4146.39,Fioul,Annuel,15
E9158,Chauffe-Eau Industriel,Conditionnement,Mensuel,Usine Sousse,CleanTech Solutions,938.08,1979.94,Gaz Naturel,Trimestriel,12
E6741,Robot Emballeur,Stockage,Bimensuel,Usine Cenk,CleanTech Solutions,209.55,1176.24,Fioul,Bimensuel,16
E5992,Mélangeur Industriel,Conditionnement,Annuel,Usine Tunis,AgroTech Inc.,422.16,4558.55,Fioul,Mensuel,10
E1360,Système de Pesée,Embouteillage,Mensuel,Atelier Principal,CleanTech Solutions,126.77,2664.05,Gaz Naturel,Mensuel,16
E3889,Chauffe-Eau Industriel,Mélange,Mensuel,Usine Sousse,AgroTech Inc.,326.85,4320.43,Électrique,Bimensuel,22
E9396,Robot Emballeur,Stockage,Mensuel,Usine Tunis,AgroTeq,717.54,3797.19,Électrique,Trimestriel,5
E8349,Robot Emballeur,Mélange,Mensuel,Usine Sousse,PackEquip SARL,865.67,1182.27,Électrique,Bimensuel,25
E4674,Cuve de Stockage,Stockage,Mensuel,Usine Cenk,AgroTech Inc.,840.93,2470.93,Fioul,Annuel,24
E5113,Système de Pesée,Embouteillage,Bimensuel,Usine Cenk,AgroTeq,103.13,2840.4,Électrique,Trimestriel,12
E5609,Cuve de Stockage,Stockage,Bimensuel,Usine Gabès,RoboPack Inc.,422.72,1070.69,Gaz Naturel,Bimensuel,20
E8799,Compresseur d'Air,Embouteillage,Mensuel,Usine Gabès,PackEquip SARL,718.51,3762.48,Solaire,Trimestriel,20
E1533,Cuve de Stockage,Embouteillage,Bimensuel,Usine Sousse,AgroTeq,248.77,2187.19,Solaire,Trimestriel,13
E4994,Chauffe-Eau Industriel,Mélange,Mensuel,Usine Sousse,RoboPack Inc.,509.25,1473.81,Gaz Naturel,Annuel,11
E7915,Convoyeur,Stockage,Trimestriel,Usine Cenk,AgroTech Inc.,579.71,2126.0,Solaire,Annuel,13
E7271,Système de Pesée,Mélange,Trimestriel,Atelier Principal,RoboPack Inc.,238.15,4785.22,Gaz Naturel,Trimestriel,15
E6470,Mélangeur Industriel,Stockage,Annuel,Atelier Principal,CleanTech Solutions,969.04,1564.9,Fioul,Trimestriel,19
E8732,Machine de Conditionnement,Conditionnement,Annuel,Usine Cenk,PackEquip SARL,109.13,3239.0,Électrique,Annuel,25
E4964,Chauffe-Eau Industriel,Stockage,Trimestriel,Usine Sousse,AgroTech Inc.,611.62,3336.33,Solaire,Annuel,19
E5957,Mélangeur Industriel,Nettoyage,Annuel,Atelier Principal,AgroTech Inc.,385.64,2460.31,Solaire,Mensuel,17
E4959,Machine de Conditionnement,Nettoyage,Annuel,Usine Sousse,RoboPack Inc.,969.28,1843.24,Électrique,Annuel,24
E8281,Robot Emballeur,Stockage,Bimensuel,Atelier Principal,AgroTech Inc.,484.0,3068.75,Gaz Naturel,Bimensuel,13
E6158,Mélangeur Industriel,Stockage,Trimestriel,Usine Tunis,CleanTech Solutions,979.91,1427.41,Fioul,Trimestriel,13
E8683,Robot Emballeur,Stockage,Mensuel,Atelier Principal,CleanTech Solutions,835.91,3543.57,Électrique,Trimestriel,20
E5215,Mélangeur Industriel,Conditionnement,Bimensuel,Usine Cenk,CleanTech Solutions,502.0,4429.03,Fioul,Bimensuel,20
E8540,Cuve de Stockage,Conditionnement,Bimensuel,Usine Gabès,PackEquip SARL,436.77,1844.49,Gaz Naturel,Trimestriel,15
E9589,Machine de Conditionnement,Stockage,Trimestriel,Usine Gabès,RoboPack Inc.,942.51,1767.88,Fioul,Annuel,11
E8927,Robot Emballeur,Embouteillage,Trimestriel,Atelier Principal,PackEquip SARL,300.56,3932.1,Électrique,Bimensuel,10
E2558,Compresseur d'Air,Embouteillage,Annuel,Usine Cenk,AgroTech Inc.,414.93,3575.17,Fioul,Trimestriel,20
E1214,Convoyeur,Nettoyage,Bimensuel,Atelier Principal,RoboPack Inc.,719.74,3059.86,Solaire,Bimensuel,7
E7832,Convoyeur,Nettoyage,Trimestriel,Usine Cenk,AgroTech Inc.,855.05,3747.89,Électrique,Mensuel,6
E8459,Convoyeur,Mélange,Bimensuel,Atelier Principal,RoboPack Inc.,431.67,2555.52,Électrique,Bimensuel,22
E9971,Système de Pesée,Nettoyage,Mensuel,Usine Sousse,PackEquip SARL,291.39,3943.93,Électrique,Mensuel,12
E1529,Mélangeur Industriel,Embouteillage,Bimensuel,Usine Sousse,RoboPack Inc.,815.64,3885.02,Gaz Naturel,Trimestriel,23
E3055,Robot Emballeur,Mélange,Trimestriel,Usine Cenk,RoboPack Inc.,641.51,1391.36,Gaz Naturel,Annuel,17
E2651,Robot Emballeur,Stockage,Annuel,Usine Gabès,AgroTeq,683.8,2056.36,Solaire,Bimensuel,20
E4470,Système de Pesée,Conditionnement,Trimestriel,Atelier Principal,RoboPack Inc.,298.59,4903.85,Fioul,Annuel,11
E4133,Convoyeur,Stockage,Annuel,Usine Tunis,PackEquip SARL,613.25,2620.81,Électrique,Trimestriel,16
E4126,Système de Pesée,Conditionnement,Mensuel,Usine Cenk,CleanTech Solutions,331.03,1454.68,Gaz Naturel,Trimestriel,5
E7949,Convoyeur,Nettoyage,Bimensuel,Usine Sousse,RoboPack Inc.,279.19,1246.86,Fioul,Mensuel,19
E5873,Système de Pesée,Conditionnement,Trimestriel,Atelier Principal,CleanTech Solutions,679.04,3683.78,Électrique,Trimestriel,15
E9261,Robot Emballeur,Nettoyage,Annuel,Atelier Principal,PackEquip SARL,123.57,3067.89,Électrique,Annuel,21
E8155,Machine de Conditionnement,Conditionnement,Annuel,Usine Cenk,PackEquip SARL,467.38,2053.94,Électrique,Trimestriel,18
E6802,Convoyeur,Embouteillage,Annuel,Usine Cenk,AgroTech Inc.,848.8,4343.17,Gaz Naturel,Bimensuel,9
E6515,Compresseur d'Air,Nettoyage,Bimensuel,Usine Sousse,AgroTech Inc.,523.34,1230.03,Fioul,Trimestriel,14
E1620,Robot Emballeur,Embouteillage,Annuel,Usine Sousse,AgroTech Inc.,278.77,4859.27,Gaz Naturel,Mensuel,11
E7961,Convoyeur,Embouteillage,Trimestriel,Atelier Principal,CleanTech Solutions,704.58,2135.46,Fioul,Annuel,16
E2036,Cuve de Stockage,Mélange,Bimensuel,Usine Tunis,RoboPack Inc.,933.47,2137.71,Électrique,Annuel,19
E4963,Cuve de Stockage,Embouteillage,Mensuel,Usine Cenk,AgroTech Inc.,239.23,4745.5,Gaz Naturel,Mensuel,16
E7649,Compresseur d'Air,Conditionnement,Bimensuel,Usine Sousse,AgroTeq,195.43,2367.04,Fioul,Mensuel,22
E4104,Cuve de Stockage,Embouteillage,Mensuel,Usine Sousse,RoboPack Inc.,138.67,1044.73,Fioul,Mensuel,9
E8164,Convoyeur,Nettoyage,Mensuel,Usine Gabès,PackEquip SARL,313.24,2055.27,Gaz Naturel,Bimensuel,12
E9877,Convoyeur,Mélange,Mensuel,Atelier Principal,AgroTeq,407.56,4312.88,Fioul,Annuel,16
E9168,Compresseur d'Air,Conditionnement,Trimestriel,Usine Tunis,AgroTech Inc.,500.26,1583.25,Fioul,Bimensuel,11
E7451,Système de Pesée,Conditionnement,Trimestriel,Usine Gabès,PackEquip SARL,190.94,4225.68,Gaz Naturel,Trimestriel,15
E3041,Système de Pesée,Nettoyage,Annuel,Usine Sousse,AgroTech Inc.,359.52,1832.99,Fioul,Bimensuel,5
E9442,Cuve de Stockage,Embouteillage,Trimestriel,Usine Sousse,CleanTech Solutions,950.24,4586.78,Fioul,Annuel,14
E2495,Compresseur d'Air,Conditionnement,Annuel,Usine Cenk,AgroTeq,479.01,1048.66,Gaz Naturel,Annuel,14
E1064,Mélangeur Industriel,Nettoyage,Annuel,Usine Cenk,AgroTeq,821.59,2868.2,Électrique,Trimestriel,18
E6014,Compresseur d'Air,Conditionnement,Annuel,Usine Cenk,CleanTech Solutions,458.91,1455.61,Gaz Naturel,Mensuel,17
E8093,Chauffe-Eau Industriel,Embouteillage,Trimestriel,Usine Sousse,CleanTech Solutions,849.3,4295.91,Électrique,Bimensuel,21
E9627,Mélangeur Industriel,Mélange,Mensuel,Atelier Principal,RoboPack Inc.,621.83,1717.21,Fioul,Annuel,5
E5822,Convoyeur,Conditionnement,Mensuel,Usine Tunis,CleanTech Solutions,386.54,4111.69,Électrique,Mensuel,12
E8467,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Tunis,CleanTech Solutions,101.4,3015.14,Gaz Naturel,Mensuel,17
E7642,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Atelier Principal,AgroTech Inc.,852.36,4585.35,Fioul,Mensuel,20
E8877,Système de Pesée,Embouteillage,Bimensuel,Atelier Principal,CleanTech Solutions,822.73,4701.44,Solaire,Trimestriel,8
E4446,Chauffe-Eau Industriel,Mélange,Trimestriel,Usine Sousse,CleanTech Solutions,578.36,2038.08,Électrique,Trimestriel,25
E9254,Système de Pesée,Embouteillage,Bimensuel,Atelier Principal,CleanTech Solutions,620.18,4141.5,Solaire,Trimestriel,13
E8805,Cuve de Stockage,Mélange,Bimensuel,Usine Gabès,CleanTech Solutions,906.72,4411.23,Gaz Naturel,Mensuel,8
E7420,Convoyeur,Embouteillage,Mensuel,Usine Cenk,AgroTeq,570.06,4183.45,Fioul,Annuel,16
E2125,Convoyeur,Mélange,Bimensuel,Usine Cenk,AgroTeq,828.03,4124.08,Solaire,Mensuel,23
E3006,Système de Pesée,Mélange,Trimestriel,Usine Sousse,AgroTeq,256.72,1489.07,Électrique,Annuel,12
E2831,Compresseur d'Air,Embouteillage,Bimensuel,Usine Gabès,CleanTech Solutions,364.45,4832.39,Électrique,Mensuel,25
E9387,Mélangeur Industriel,Nettoyage,Mensuel,Usine Cenk,CleanTech Solutions,501.02,4068.28,Gaz Naturel,Bimensuel,16
E7355,Compresseur d'Air,Mélange,Mensuel,Usine Gabès,AgroTech Inc.,331.8,1739.13,Gaz Naturel,Bimensuel,7
E6176,Convoyeur,Mélange,Mensuel,Usine Sousse,CleanTech Solutions,149.86,3506.4,Fioul,Trimestriel,19
E5266,Compresseur d'Air,Nettoyage,Annuel,Usine Sousse,AgroTech Inc.,255.69,3491.96,Électrique,Annuel,14
E4545,Chauffe-Eau Industriel,Stockage,Annuel,Usine Gabès,AgroTeq,593.95,1254.92,Gaz Naturel,Trimestriel,12
E1521,Système de Pesée,Stockage,Mensuel,Atelier Principal,RoboPack Inc.,566.83,3988.49,Solaire,Bimensuel,22
E7605,Système de Pesée,Conditionnement,Mensuel,Usine Gabès,RoboPack Inc.,960.54,4737.55,Solaire,Mensuel,9
E7492,Robot Emballeur,Nettoyage,Bimensuel,Usine Cenk,AgroTech Inc.,648.9,4385.18,Électrique,Mensuel,7
E2530,Compresseur d'Air,Nettoyage,Trimestriel,Usine Sousse,AgroTech Inc.,507.51,1007.15,Fioul,Trimestriel,19
E7372,Cuve de Stockage,Mélange,Mensuel,Usine Gabès,RoboPack Inc.,242.4,1089.62,Électrique,Mensuel,15
E5177,Cuve de Stockage,Stockage,Bimensuel,Atelier Principal,AgroTech Inc.,848.26,3342.82,Solaire,Trimestriel,16
E6275,Cuve de Stockage,Mélange,Mensuel,Usine Gabès,RoboPack Inc.,967.82,3079.59,Fioul,Bimensuel,6
E7495,Chauffe-Eau Industriel,Stockage,Bimensuel,Usine Tunis,AgroTeq,146.7,3166.21,Gaz Naturel,Bimensuel,17
E1418,Machine de Conditionnement,Mélange,Mensuel,Usine Sousse,AgroTech Inc.,946.27,3566.82,Gaz Naturel,Trimestriel,11
E6724,Cuve de Stockage,Conditionnement,Mensuel,Usine Sousse,AgroTech Inc.,822.09,3794.81,Solaire,Mensuel,24
E5589,Mélangeur Industriel,Conditionnement,Annuel,Usine Sousse,PackEquip SARL,209.47,4730.18,Électrique,Bimensuel,16
E7743,Chauffe-Eau Industriel,Mélange,Bimensuel,Atelier Principal,RoboPack Inc.,109.39,2952.03,Gaz Naturel,Trimestriel,15
E2213,Compresseur d'Air,Conditionnement,Bimensuel,Usine Sousse,AgroTech Inc.,751.45,4603.18,Solaire,Trimestriel,11
E6277,Mélangeur Industriel,Mélange,Trimestriel,Atelier Principal,PackEquip SARL,403.8,3747.18,Solaire,Bimensuel,11
E7190,Machine de Conditionnement,Embouteillage,Mensuel,Usine Sousse,AgroTeq,285.92,1116.19,Gaz Naturel,Bimensuel,9
E9199,Chauffe-Eau Industriel,Mélange,Trimestriel,Usine Sousse,CleanTech Solutions,363.07,1765.53,Électrique,Bimensuel,14
E4772,Mélangeur Industriel,Conditionnement,Mensuel,Usine Sousse,AgroTeq,828.7,1987.46,Gaz Naturel,Annuel,10
E8308,Robot Emballeur,Stockage,Mensuel,Atelier Principal,PackEquip SARL,269.81,1903.4,Fioul,Bimensuel,17
E5407,Robot Emballeur,Mélange,Bimensuel,Atelier Principal,RoboPack Inc.,110.09,4843.43,Fioul,Bimensuel,16
E8597,Robot Emballeur,Conditionnement,Trimestriel,Atelier Principal,CleanTech Solutions,644.3,2970.02,Gaz Naturel,Mensuel,18
E1757,Mélangeur Industriel,Conditionnement,Mensuel,Usine Tunis,AgroTeq,196.77,4410.41,Solaire,Annuel,6
E1589,Robot Emballeur,Nettoyage,Bimensuel,Usine Cenk,AgroTeq,243.11,2094.8,Solaire,Bimensuel,7
E2511,Convoyeur,Stockage,Annuel,Atelier Principal,AgroTeq,384.23,3893.9,Gaz Naturel,Trimestriel,13
E2180,Compresseur d'Air,Embouteillage,Mensuel,Usine Gabès,AgroTeq,620.36,4668.12,Fioul,Bimensuel,7
E7721,Compresseur d'Air,Nettoyage,Annuel,Usine Sousse,RoboPack Inc.,611.89,4198.76,Fioul,Mensuel,25
E3698,Cuve de Stockage,Mélange,Annuel,Usine Sousse,AgroTeq,957.67,2174.6,Fioul,Bimensuel,18
E7854,Machine de Conditionnement,Mélange,Bimensuel,Usine Cenk,AgroTech Inc.,527.45,3939.23,Fioul,Mensuel,15
E9888,Robot Emballeur,Nettoyage,Mensuel,Usine Cenk,CleanTech Solutions,964.24,3911.74,Solaire,Trimestriel,21
E7555,Compresseur d'Air,Mélange,Bimensuel,Usine Gabès,PackEquip SARL,162.51,3835.1,Solaire,Mensuel,9
E1907,Convoyeur,Embouteillage,Trimestriel,Usine Gabès,RoboPack Inc.,222.93,1967.5,Gaz Naturel,Mensuel,19
E2882,Cuve de Stockage,Nettoyage,Annuel,Usine Sousse,AgroTeq,379.12,1044.64,Fioul,Mensuel,11
E3676,Robot Emballeur,Embouteillage,Mensuel,Usine Sousse,AgroTeq,259.17,3919.3,Fioul,Annuel,6
E5893,Robot Emballeur,Embouteillage,Bimensuel,Usine Cenk,AgroTech Inc.,278.66,1725.11,Fioul,Annuel,24
E2543,Système de Pesée,Mélange,Trimestriel,Usine Gabès,PackEquip SARL,260.33,2563.91,Électrique,Bimensuel,23
E8362,Chauffe-Eau Industriel,Embouteillage,Bimensuel,Usine Tunis,CleanTech Solutions,568.47,3367.58,Électrique,Annuel,19
E8198,Système de Pesée,Nettoyage,Annuel,Usine Sousse,AgroTeq,901.79,1026.9,Solaire,Bimensuel,11
E8606,Machine de Conditionnement,Embouteillage,Mensuel,Usine Gabès,PackEquip SARL,432.61,4718.22,Électrique,Trimestriel,21
E4446,Robot Emballeur,Nettoyage,Bimensuel,Usine Cenk,AgroTeq,764.99,4759.45,Gaz Naturel,Annuel,24
E4619,Machine de Conditionnement,Stockage,Trimestriel,Usine Cenk,CleanTech Solutions,215.58,4882.88,Gaz Naturel,Bimensuel,16
E5519,Mélangeur Industriel,Embouteillage,Trimestriel,Usine Sousse,CleanTech Solutions,680.58,1613.4,Gaz Naturel,Mensuel,21
E3077,Chauffe-Eau Industriel,Mélange,Mensuel,Usine Sousse,AgroTech Inc.,820.51,1961.37,Fioul,Trimestriel,5
E3557,Chauffe-Eau Industriel,Stockage,Mensuel,Atelier Principal,AgroTeq,637.72,2780.07,Solaire,Mensuel,19
E3286,Compresseur d'Air,Embouteillage,Trimestriel,Usine Sousse,AgroTech Inc.,510.74,2698.09,Fioul,Trimestriel,18
E5070,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Usine Tunis,CleanTech Solutions,624.08,3400.28,Fioul,Trimestriel,7
E3415,Convoyeur,Mélange,Annuel,Usine Tunis,AgroTech Inc.,159.06,1655.8,Électrique,Annuel,23
E7207,Compresseur d'Air,Mélange,Mensuel,Usine Cenk,PackEquip SARL,858.38,4028.08,Solaire,Annuel,15
E3745,Mélangeur Industriel,Nettoyage,Mensuel,Usine Tunis,PackEquip SARL,419.85,4758.57,Fioul,Bimensuel,18
E9234,Mélangeur Industriel,Stockage,Annuel,Atelier Principal,AgroTeq,409.87,3572.65,Gaz Naturel,Bimensuel,22
E5054,Convoyeur,Stockage,Mensuel,Usine Tunis,CleanTech Solutions,928.39,3288.17,Gaz Naturel,Trimestriel,16
E1094,Mélangeur Industriel,Conditionnement,Bimensuel,Usine Tunis,AgroTech Inc.,412.66,4273.93,Fioul,Annuel,7
E7267,Convoyeur,Nettoyage,Annuel,Usine Gabès,AgroTech Inc.,660.68,3690.84,Fioul,Annuel,14
E9885,Machine de Conditionnement,Mélange,Bimensuel,Usine Cenk,AgroTeq,501.82,2681.97,Électrique,Bimensuel,10
E8311,Cuve de Stockage,Stockage,Mensuel,Usine Cenk,PackEquip SARL,312.57,2636.48,Gaz Naturel,Trimestriel,24
E6247,Compresseur d'Air,Embouteillage,Trimestriel,Atelier Principal,RoboPack Inc.,303.45,4898.66,Électrique,Trimestriel,8
E4623,Machine de Conditionnement,Mélange,Bimensuel,Usine Sousse,PackEquip SARL,322.95,1868.7,Fioul,Mensuel,17
E4232,Chauffe-Eau Industriel,Nettoyage,Bimensuel,Usine Sousse,AgroTeq,914.27,3029.55,Électrique,Mensuel,19
E9894,Cuve de Stockage,Embouteillage,Mensuel,Usine Sousse,AgroTeq,516.6,2918.09,Gaz Naturel,Trimestriel,9
E5324,Cuve de Stockage,Mélange,Bimensuel,Usine Tunis,AgroTeq,721.11,4860.38,Fioul,Bimensuel,11
E9619,Mélangeur Industriel,Stockage,Bimensuel,Usine Sousse,PackEquip SARL,490.66,3933.26,Électrique,Annuel,17
E8096,Cuve de Stockage,Stockage,Trimestriel,Usine Cenk,AgroTeq,578.44,2501.22,Électrique,Mensuel,15
E2322,Cuve de Stockage,Stockage,Trimestriel,Usine Tunis,CleanTech Solutions,613.39,3370.61,Gaz Naturel,Mensuel,6
E1732,Machine de Conditionnement,Stockage,Annuel,Usine Cenk,AgroTech Inc.,570.97,2707.37,Gaz Naturel,Bimensuel,13
E5310,Convoyeur,Embouteillage,Trimestriel,Usine Sousse,PackEquip SARL,932.31,2844.69,Gaz Naturel,Annuel,17
E6118,Cuve de Stockage,Mélange,Trimestriel,Atelier Principal,CleanTech Solutions,679.57,2962.17,Gaz Naturel,Trimestriel,23
E3118,Machine de Conditionnement,Nettoyage,Annuel,Atelier Principal,AgroTech Inc.,890.51,3991.74,Fioul,Annuel,21
E8267,Mélangeur Industriel,Embouteillage,Mensuel,Atelier Principal,RoboPack Inc.,258.49,1117.6,Fioul,Trimestriel,22
E5771,Robot Emballeur,Conditionnement,Trimestriel,Usine Cenk,RoboPack Inc.,325.05,4718.56,Électrique,Mensuel,13
E4296,Machine de Conditionnement,Nettoyage,Bimensuel,Usine Tunis,AgroTech Inc.,551.58,3271.87,Gaz Naturel,Annuel,21
E6469,Cuve de Stockage,Nettoyage,Mensuel,Usine Sousse,RoboPack Inc.,835.79,3665.05,Fioul,Trimestriel,19
E5763,Machine de Conditionnement,Conditionnement,Trimestriel,Atelier Principal,PackEquip SARL,729.09,3522.43,Solaire,Bimensuel,8
E6920,Machine de Conditionnement,Embouteillage,Annuel,Usine Sousse,AgroTech Inc.,338.71,4769.87,Gaz Naturel,Trimestriel,20
E8068,Machine de Conditionnement,Embouteillage,Annuel,Atelier Principal,RoboPack Inc.,403.65,2929.87,Fioul,Mensuel,6
E8335,Système de Pesée,Mélange,Annuel,Usine Gabès,CleanTech Solutions,847.22,1239.21,Gaz Naturel,Mensuel,8
E8373,Convoyeur,Mélange,Trimestriel,Atelier Principal,AgroTech Inc.,510.27,2689.56,Fioul,Annuel,15
E8359,Cuve de Stockage,Conditionnement,Bimensuel,Atelier Principal,CleanTech Solutions,875.93,1329.55,Fioul,Mensuel,24
E6818,Compresseur d'Air,Embouteillage,Mensuel,Atelier Principal,CleanTech Solutions,939.8,3750.31,Solaire,Mensuel,24
E4804,Système de Pesée,Nettoyage,Mensuel,Usine Gabès,AgroTeq,218.78,4872.46,Fioul,Bimensuel,19
E2715,Cuve de Stockage,Stockage,Bimensuel,Usine Gabès,RoboPack Inc.,682.42,2808.43,Gaz Naturel,Bimensuel,23
E5414,Compresseur d'Air,Nettoyage,Trimestriel,Usine Cenk,RoboPack Inc.,515.18,4019.85,Gaz Naturel,Bimensuel,17
E2026,Convoyeur,Embouteillage,Trimestriel,Usine Gabès,PackEquip SARL,533.64,1367.4,Solaire,Annuel,17
E9422,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Gabès,PackEquip SARL,804.23,2466.32,Solaire,Trimestriel,17
E7575,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Atelier Principal,AgroTeq,533.25,4059.82,Fioul,Annuel,24
E3804,Compresseur d'Air,Embouteillage,Bimensuel,Usine Cenk,PackEquip SARL,523.02,1681.02,Gaz Naturel,Annuel,11
E5221,Robot Emballeur,Nettoyage,Mensuel,Usine Sousse,AgroTeq,159.09,1406.86,Fioul,Mensuel,20
E3121,Robot Emballeur,Stockage,Bimensuel,Usine Gabès,RoboPack Inc.,666.34,4938.25,Gaz Naturel,Bimensuel,24
E3036,Système de Pesée,Stockage,Bimensuel,Usine Tunis,RoboPack Inc.,532.04,2760.01,Gaz Naturel,Annuel,20
E4558,Mélangeur Industriel,Nettoyage,Mensuel,Usine Cenk,AgroTeq,796.87,3643.98,Électrique,Bimensuel,24
E8473,Convoyeur,Embouteillage,Bimensuel,Usine Tunis,AgroTech Inc.,619.71,4626.74,Fioul,Annuel,11
E6127,Chauffe-Eau Industriel,Stockage,Bimensuel,Usine Cenk,AgroTech Inc.,461.82,2659.93,Gaz Naturel,Mensuel,15
E9050,Compresseur d'Air,Conditionnement,Mensuel,Usine Gabès,AgroTeq,258.57,3115.47,Électrique,Annuel,19
E4841,Mélangeur Industriel,Conditionnement,Mensuel,Atelier Principal,AgroTech Inc.,165.07,4841.59,Solaire,Annuel,16
E6835,Robot Emballeur,Mélange,Bimensuel,Usine Cenk,PackEquip SARL,555.49,1443.19,Électrique,Mensuel,21
E9573,Robot Emballeur,Nettoyage,Trimestriel,Usine Tunis,AgroTeq,172.34,1395.13,Solaire,Annuel,7
E4491,Robot Emballeur,Conditionnement,Bimensuel,Usine Cenk,PackEquip SARL,956.27,3681.88,Solaire,Trimestriel,14
E1300,Machine de Conditionnement,Mélange,Mensuel,Usine Tunis,CleanTech Solutions,114.95,1383.44,Solaire,Annuel,18
E9306,Convoyeur,Embouteillage,Trimestriel,Usine Tunis,RoboPack Inc.,231.47,1861.29,Fioul,Mensuel,20
E6861,Compresseur d'Air,Nettoyage,Trimestriel,Usine Sousse,AgroTech Inc.,981.4,3356.7,Électrique,Mensuel,10
E3008,Cuve de Stockage,Mélange,Bimensuel,Usine Gabès,RoboPack Inc.,234.32,2024.09,Gaz Naturel,Mensuel,5
E3135,Système de Pesée,Embouteillage,Annuel,Usine Gabès,CleanTech Solutions,664.04,2742.39,Électrique,Bimensuel,16
E3466,Cuve de Stockage,Mélange,Annuel,Usine Gabès,RoboPack Inc.,886.33,4957.4,Électrique,Bimensuel,20
E6928,Mélangeur Industriel,Nettoyage,Annuel,Usine Gabès,CleanTech Solutions,317.97,3011.16,Électrique,Annuel,21
E3252,Mélangeur Industriel,Nettoyage,Mensuel,Usine Cenk,AgroTech Inc.,211.79,3220.4,Gaz Naturel,Annuel,17
E9250,Mélangeur Industriel,Mélange,Bimensuel,Atelier Principal,RoboPack Inc.,697.4,1283.49,Gaz Naturel,Mensuel,21
E2541,Cuve de Stockage,Embouteillage,Trimestriel,Usine Sousse,RoboPack Inc.,753.08,1926.1,Électrique,Mensuel,5
E8574,Machine de Conditionnement,Nettoyage,Bimensuel,Usine Cenk,CleanTech Solutions,448.2,3386.66,Électrique,Annuel,11
E2888,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Gabès,CleanTech Solutions,640.51,1662.67,Fioul,Trimestriel,8
E9328,Cuve de Stockage,Conditionnement,Trimestriel,Usine Sousse,RoboPack Inc.,523.88,3867.71,Gaz Naturel,Bimensuel,5
E8533,Mélangeur Industriel,Nettoyage,Bimensuel,Usine Tunis,AgroTeq,764.78,1367.84,Électrique,Mensuel,11
E9357,Cuve de Stockage,Embouteillage,Annuel,Atelier Principal,RoboPack Inc.,995.61,4289.15,Électrique,Bimensuel,14
E2221,Machine de Conditionnement,Conditionnement,Annuel,Usine Cenk,AgroTeq,896.97,1702.58,Électrique,Trimestriel,23
E8062,Robot Emballeur,Nettoyage,Annuel,Atelier Principal,RoboPack Inc.,633.17,4026.42,Solaire,Mensuel,10
E3474,Système de Pesée,Embouteillage,Trimestriel,Usine Sousse,RoboPack Inc.,567.43,2757.16,Solaire,Trimestriel,9
E6295,Convoyeur,Conditionnement,Bimensuel,Usine Cenk,AgroTech Inc.,705.39,1853.07,Électrique,Annuel,17
E7298,Convoyeur,Nettoyage,Annuel,Usine Tunis,RoboPack Inc.,363.13,4950.23,Gaz Naturel,Annuel,20
E6787,Robot Emballeur,Mélange,Annuel,Usine Tunis,CleanTech Solutions,506.05,4545.53,Électrique,Bimensuel,5
E9753,Robot Emballeur,Embouteillage,Trimestriel,Usine Tunis,PackEquip SARL,187.31,3482.82,Électrique,Trimestriel,24
E5047,Compresseur d'Air,Mélange,Annuel,Usine Sousse,RoboPack Inc.,797.33,1694.57,Solaire,Annuel,17
E1167,Machine de Conditionnement,Mélange,Annuel,Atelier Principal,AgroTech Inc.,118.63,1097.81,Fioul,Mensuel,22
E5111,Chauffe-Eau Industriel,Mélange,Annuel,Usine Sousse,AgroTeq,281.68,4391.72,Gaz Naturel,Trimestriel,21
E4561,Convoyeur,Nettoyage,Trimestriel,Usine Gabès,CleanTech Solutions,692.78,2720.48,Fioul,Mensuel,7
E5299,Système de Pesée,Embouteillage,Bimensuel,Usine Tunis,AgroTech Inc.,465.28,3239.08,Solaire,Annuel,6
E8169,Cuve de Stockage,Stockage,Mensuel,Usine Cenk,RoboPack Inc.,491.39,2938.32,Fioul,Annuel,8
E6349,Robot Emballeur,Mélange,Mensuel,Usine Gabès,AgroTeq,939.64,2693.23,Électrique,Bimensuel,14
E2391,Cuve de Stockage,Embouteillage,Mensuel,Atelier Principal,AgroTeq,254.01,2480.21,Gaz Naturel,Bimensuel,14
